157.934,95.8394,161.496,
144.659,84.4114,169.944,
156.907,87.2274,162.099,
156.681,84.6134,158.984,
153.927,90.6454,168.546,
149.199,83.5221,168.047,
152.138,87.2818,161.146,
154.435,81.0729,165.37,
157.838,79.7687,163.649,
158.385,81.0185,161.776,
160.358,81.4085,158.095,
161.182,80.4233,155.68,
159.337,80.0337,156.439,
160.065,79.7555,155.192,
162.405,81.095,153.122,
162.908,78.8446,153.815,
162.322,78.6736,154.4,
159.425,81.3257,154.725,
159.87,81.7083,153.076,
160.82,81.9794,158.037,
160.358,78.7744,155.835,
156.536,83.758,157.131,
156.098,84.2947,163.649,
157.895,79.8194,160.918,
154.038,87.2818,160.31,
149.351,88.6877,168.047,
155.864,86.0428,166.853,
156.513,85.9226,161.636,
158.647,81.294,161.736,
156.91,83.758,160.732,
160.358,81.7731,158.009,
157.528,79.4416,158.037,
159.293,81.7083,155.301,
162.445,79.4806,153.144,
161.564,80.869,154.4,
160.249,79.9112,154.128,
159.85,77.9253,154.4,
161.242,78.4865,155.192,
159.67,81.7083,156.42,
160.335,80.6485,158.037,
159.616,80.6304,159.862,
155.639,83.758,159.158,
158.647,82.5865,162.202,
154.664,85.9226,161.659,
157.29,83.8881,162.105,
151.308,80.6887,168.047,
149.575,90.6454,161.919,
156.681,83.0179,167.01,
156.907,84.5872,166.522,
146.363,97.5368,155.775,
143.205,98.3087,167.018,
156.987,90.2655,162.331,
156.704,86.3226,161.967,
156.66,89.2044,160.129,
150.623,85.8216,168.047,
157.349,81.4523,165.946,
158.074,80.8895,163.915,
158.739,84.2925,161.968,
160.107,80.1788,158.579,
161.28,81.3233,154.522,
160.752,78.535,155.192,
163.516,78.719,151.708,
162.915,80.0821,149.507,
165.1,77.3827,146.415,
163.881,79.4472,147.351,
163.498,79.3673,145.786,
163.571,79.4472,146.815,
163.636,79.6862,148.708,
164.42,79.008,148.153,
160.677,80.6304,150.403,
159.817,81.3257,152.418,
159.86,82.1649,156.256,
160.107,81.7938,159.566,
159.013,83.2982,158.055,
152.67,85.6083,161.948,
150.834,86.5723,166.701,
156.429,85.6083,164.234,
159.013,79.8203,162.455,
156.215,83.1504,158.603,
158.623,82.1649,154.361,
162.445,78.5469,152.173,
163.516,78.9796,152.536,
164.42,79.2609,148.569,
163.18,79.6862,148.875,
165.521,79.0437,147.005,
164.365,79.3673,147.428,
165.224,79.4472,146.908,
164.564,79.6095,148.877,
164.212,78.6136,150.551,
162.584,80.6304,150.546,
162.445,81.292,152.696,
161.28,81.5363,157.578,
160,83.1504,157.268,
156.22,82.4087,162.833,
155.936,85.6083,162.177,
156.513,87.1198,161.708,
151.218,88.7197,168.047,
153.789,90.8198,164.166,
152.959,93.0461,166.245,
149.79,91.0997,169.879,
153.999,96.4855,165.304,
148.468,93.776,160.464,
156.647,87.9813,166.491,
156.815,86.5486,160.409,
152.472,83.8735,166.853,
155.529,85.6083,164.644,
154.402,84.1394,161.898,
157.281,82.8473,158.716,
161.895,78.4781,154.753,
163.392,78.3358,152.36,
164.825,78.6559,148.128,
164.905,77.3537,146.336,
166.157,78.5672,142.152,
167.868,77.6083,140.879,
166.65,77.9395,139.998,
168.464,76.2744,139.579,
168.315,76.5593,138.455,
167.868,77.4409,140.764,
167.123,77.9971,142.235,
166.094,77.4716,144.407,
163.998,79.845,148.184,
161.429,78.0529,153.002,
160.131,81.7083,154.822,
160.445,81.0378,156.054,
157.48,84.1394,161.109,
158.049,85.6083,160.85,
155.03,81.7278,162.543,
159.493,82.3016,159.671,
160.715,81.7083,152.965,
163.392,80.1172,152.883,
164.825,79.5146,147.564,
166.094,77.2563,144.161,
167.123,76.747,142.042,
167.868,77.0556,140.375,
167.889,77.9395,138.612,
167.933,77.8632,138.561,
167.214,76.8522,140.058,
167.868,76.4041,140.842,
166.369,78.5672,143.482,
166.094,78.3562,145.426,
164.825,77.3976,147.231,
160.578,78.18,153.002,
160.639,81.7083,154.989,
158.076,82.8473,159.388,
158.693,84.1394,158.03,
158.074,83.9249,164.625,
157.29,80.8275,164.189,
156.815,87.088,161.111,
156.458,89.3191,169.174,
156.766,87.5686,162.181,
147.822,94.8855,158.894,
156.66,84.9187,166.69,
156.727,85.4855,164.358,
151.143,86.1941,167.277,
157.773,85.9226,163.827,
155,84.2925,161.322,
160.414,81.8171,159.671,
159.014,81.5555,154.774,
161.738,78.0257,151.811,
164.617,77.8812,147.454,
166.863,78.4876,143.122,
168.611,76.0987,138.518,
169.621,76.6508,134.693,
170.294,75.6219,133.003,
170.242,76.464,131.474,
170.784,76.2712,130.418,
169.909,76.8396,131.171,
169.566,76.9873,133.06,
168.804,77.29,135.306,
168.187,77.7877,138.032,
166.942,78.4876,141.211,
163.894,79.034,147.454,
162.258,80.3962,149.022,
162.111,78.5809,152.676,
158.891,82.8473,156.066,
159.013,79.5931,159.598,
157.056,82.1235,159.671,
161.246,79.1255,155.951,
163.896,79.0569,151.596,
165.663,77.1706,147.226,
165.367,78.4876,142.865,
168.202,76.8296,139.131,
168.979,76.0947,135.712,
169.976,76.9873,132.549,
169.71,76.8396,130.502,
170.784,75.9007,130.072,
169.685,76.355,131.474,
169.437,75.8011,133.104,
169.621,76.8652,135.357,
167.028,76.8703,139.131,
167.271,78.1399,142.979,
163.961,79.3673,145.318,
163.626,80.3962,149.061,
162.111,79.7445,153.663,
156.964,81.5013,159.671,
158.108,82.5954,162.833,
156.391,81.2949,165.37,
155.171,87.7713,160.226,
156.5,89.868,165.724,
152.009,92.2348,163.394,
156.64,93.5013,166.82,
152.875,90.9071,159.773,
156.923,85.8137,165.398,
157.58,83.1913,162.865,
153.43,84.7536,163.052,
157.535,83.1504,159.954,
159.011,78.4997,156.439,
163.896,77.893,151.743,
163.772,79.2073,145.66,
166.531,78.1718,140.527,
169.48,76.0311,135.079,
169.637,76.8396,131.42,
171.349,76.6523,126.951,
171.469,76.7284,123.792,
171.036,76.9013,122.145,
171.895,76.2204,121.35,
171.662,76.9013,122.398,
171.512,76.7284,123.851,
171.363,76.6523,126.438,
170.667,75.7209,131.15,
168.055,76.9514,136.217,
166.778,78.1718,140.747,
164.56,77.7291,146.713,
163.481,80.3962,150.85,
159.654,79.1098,156.439,
160.107,80.5668,158.484,
160.163,81.7083,153.679,
163.869,80.3962,149.437,
163.689,78.7261,146.713,
166.849,78.1718,139.703,
167.975,76.9135,136.217,
169.804,76.8396,130.368,
170.842,76.0081,127.488,
171.062,76.3955,124.495,
171.019,76.7251,122.65,
171.162,76.986,121.152,
171.416,76.9013,122.612,
170.825,76.1283,124.495,
171.014,76.6523,126.715,
169.982,76.6785,131.474,
169.48,76.7813,134.728,
166.128,77.7278,141.409,
165.949,77.2403,144.921,
163.733,77.9974,151.811,
160.073,81.7083,156.175,
156.077,83.1504,158.7,
154.942,81.2548,163.649,
157.58,82.8379,164.58,
149.551,86.6582,167.886,
156.657,87.2497,163.018,
156.663,91.0381,163.565,
154.904,85.2583,168.559,
150.117,87.5259,161.449,
155.291,80.6278,164.844,
157.916,83.758,157.763,
159.789,81.3674,157.819,
161.492,78.86,153.002,
163.881,77.122,147.454,
167.519,78.1718,140.977,
168.321,76.3899,135.201,
170.835,76.4284,129.227,
171.804,75.9074,123.256,
171.864,76.8609,118.902,
171.063,78.2555,116.327,
170.924,79.6723,114.421,
170.891,79.9453,113.684,
170.557,79.7044,114.204,
170.871,78.6392,116.066,
171.864,76.8904,118.958,
171.527,75.8763,123.884,
170.313,75.8992,129.227,
169.759,76.3756,134.928,
167.199,77.383,141.409,
165.663,78.1672,147.188,
161.431,80.7081,152.484,
158.297,82.1649,155.688,
160.901,80.194,153.002,
164.905,77.8106,147.454,
167.827,76.3706,141.409,
169.247,76.672,135.201,
170.988,76.6997,129.042,
170.932,76.5794,123.884,
171.255,77.4947,118.935,
171.131,78.6392,115.876,
171.078,79.593,113.927,
170.891,79.5463,113.218,
170.588,79.0888,114.421,
171.509,78.2732,116.203,
171.726,77.4064,119.511,
171.04,76.3589,123.884,
170.996,76.4816,129.227,
169.759,76.5301,134.092,
167.303,78.1718,141.005,
165.663,79.1144,146.886,
161.007,80.7081,151.464,
161.28,79.9099,154.799,
159.49,83.3574,161.023,
153.772,85.5301,159.236,
156.841,87.5259,166.992,
156.736,84.5636,163.923,
152.351,89.9038,169.174,
156.873,85.4776,163.717,
157.517,83.4731,166.21,
154.512,84.6765,162.732,
159.347,79.1734,159.862,
161.477,80.0928,155.192,
164.393,78.0384,149.56,
165.521,77.2075,143.134,
168.749,76.3434,136.217,
171.113,75.7649,128.893,
171.395,76.9013,121.819,
171.361,78.3542,116.813,
169.929,80.7558,112.544,
168.792,84.6051,109.185,
167.339,87.5457,107.97,
166.64,89.0955,107.276,
167.348,87.5369,107.691,
168.373,84.4177,109.571,
170.002,81.1545,112.057,
171.096,78.131,116.965,
171.814,76.9013,122.124,
171.113,75.8088,128.609,
169.48,77.3539,136.024,
166.579,78.4876,141.239,
164.825,79.8285,148.038,
162.445,81.3023,153.458,
164.825,78.8683,148.667,
165.671,78.3473,143.134,
169.301,76.0335,136.217,
170.518,76.6997,129.047,
171.133,76.6544,122.65,
171.613,77.7626,116.414,
170.297,81.1545,112.199,
168.601,84.7428,109.214,
167.335,87.716,107.97,
166.736,89.0955,107.486,
167.069,87.6,107.97,
168.546,84.4197,109.571,
170.072,81.0263,112.544,
171.613,78.1657,116.444,
171.113,76.9013,122.033,
171.113,75.9501,128.584,
168.212,77.3569,135.535,
166.636,76.8474,143.134,
164.385,79.3473,149.56,
159.81,81.3257,153.241,
156.298,79.4626,159.862,
154.585,82.7485,163.519,
151.213,83.3953,166.21,
153.313,88.8499,160.295,
